"","Run","Assay.Type","BioSample","Center.Name","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","Experiment","Instrument","LibraryLayout","LibrarySelection","LibrarySource","Organism","Platform","ReleaseDate","Sample.Name","SRA.Study","BioProject","AvgSpotLen","Bases","Bytes","Library.Name","Host","Collection_Date","BioSampleModel","isolate","geo_loc_name_country","geo_loc_name_country_continent","geo_loc_name","Isolation_source","strain","collected_by","lat_lon","host_disease","ENA.FIRST.PUBLIC..run.","ENA.LAST.UPDATE..run.","sample_name","AssemblyName","INSDC_center_name","INSDC_first_public","INSDC_last_update","INSDC_status","SRA_accession","title","sample_type","Alias","INSDC_center_alias","ENA_CHECKLIST","subject_id","Biomaterial_provider","ENA.FIRST.PUBLIC","ENA.LAST.UPDATE","spoligotype","ArrayExpress.SPECIES","Genotype","VNTR","host_description","forward_read_length..run.","MD5_checksum2..run.","MD5_checksum..run.","reverse_read_length..run.","REA","Description","external_id","Submitter_Id","passage_history","samp_size","identified_by","lab_host","common_name","geographic_location_.country_and.or_sea.","GEO_Accession..exp.","host_health_state","host_scientific_name","source_name","host_sex","Broker_name","ENA.SUBMISSION.TOOL..exp.","Internal_project_id","host_tissue_sampled","Host_Age","treatment","env_biome","genotype.variation","serovar","specific_host","env_feature","env_material","isol_growth_condt","num_replicons","ref_biomaterial","accession..run.","Age","growth_condition","object_status..run.","organism"
"3997","SRR5817684","WGS","SAMN07339988","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2995998","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","01-44MIDNRdeerMontm","SRP053287","PRJNA251692",477,374213978,230557254,"01-44MIDNRdeerMontm","Deer","not collected","Pathogen.cl","01-44MIDNRdeerMontm","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"3998","SRR5817685","WGS","SAMN07339987","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2995997","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","01-39MIDNRdeerMontm","SRP053287","PRJNA251692",479,426430681,264630149,"01-39MIDNRdeerMontm","Deer","not collected","Pathogen.cl","01-39MIDNRdeerMontm","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"3999","SRR5817686","WGS","SAMN07339986","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2995996","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","01-38MIDNRdeerMontm","SRP053287","PRJNA251692",478,280435710,170097023,"01-38MIDNRdeerMontm","Deer","not collected","Pathogen.cl","01-38MIDNRdeerMontm","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"4000","SRR5817687","WGS","SAMN07339985","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2995995","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","00-5MIDNRdeerOts","SRP053287","PRJNA251692",472,472999523,287471547,"00-5MIDNRdeerOts","Deer","not collected","Pathogen.cl","00-5MIDNRdeerOts","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"4001","SRR5817688","WGS","SAMN07339982","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2995994","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","00-43MIDNRdeerMontm","SRP053287","PRJNA251692",477,413208518,250676688,"00-43MIDNRdeerMontm","Deer","not collected","Pathogen.cl","00-43MIDNRdeerMontm","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"4002","SRR5817689","WGS","SAMN07339981","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2995993","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","00-33MIDNRdeerPI","SRP053287","PRJNA251692",473,380897515,239909461,"00-33MIDNRdeerPI","Deer","not collected","Pathogen.cl","00-33MIDNRdeerPI","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"4003","SRR5817690","WGS","SAMN07339984","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2995992","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","00-55MIDNRelk-Montm","SRP053287","PRJNA251692",477,354990315,212540836,"00-55MIDNRelk-Montm","Elk","not collected","Pathogen.cl","00-55MIDNRelk-Montm","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"4004","SRR5817691","WGS","SAMN07339983","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2995991","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","00-48MIDNRdeerMontm","SRP053287","PRJNA251692",475,459284980,291193723,"00-48MIDNRdeerMontm","Deer","not collected","Pathogen.cl","00-48MIDNRdeerMontm","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"4005","SRR5817692","WGS","SAMN07339978","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2995990","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","00-21MIDNRdeerOts","SRP053287","PRJNA251692",476,476815245,286266730,"00-21MIDNRdeerOts","Deer","not collected","Pathogen.cl","00-21MIDNRdeerOts","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"4006","SRR5817693","WGS","SAMN07339977","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2995989","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","00-17MIDNRdeerMontm","SRP053287","PRJNA251692",454,549240171,323347173,"00-17MIDNRdeerMontm","Deer","not collected","Pathogen.cl","00-17MIDNRdeerMontm","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"4007","SRR5817694","WGS","SAMN07339980","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2995988","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","00-32MIDNRdeerOts","SRP053287","PRJNA251692",458,416201376,258530021,"00-32MIDNRdeerOts","Deer","not collected","Pathogen.cl","00-32MIDNRdeerOts","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"4008","SRR5817695","WGS","SAMN07339979","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2995987","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","00-27MIDNRdeerAlp","SRP053287","PRJNA251692",470,407381194,250267640,"00-27MIDNRdeerAlp","Deer","not collected","Pathogen.cl","00-27MIDNRdeerAlp","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"4009","SRR5817696","WGS","SAMN07340015","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2995986","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","07-3557","SRP053287","PRJNA251692",458,791635533,500770021,"07-3557","Cattle:Dairy","not collected","Pathogen.cl","07-3557","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"4010","SRR5817697","WGS","SAMN07340025","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2995985","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","97-64MIDNRdeerPI","SRP053287","PRJNA251692",478,423110364,276216555,"97-64MIDNRdeerPI","Deer","not collected","Pathogen.cl","97-64MIDNRdeerPI","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"4011","SRR5817700","WGS","SAMN07340022","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2995982","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","09-4305","SRP053287","PRJNA251692",454,780829441,530158835,"09-4305","Cattle:Dairy","not collected","Pathogen.cl","09-4305","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"4012","SRR5817701","WGS","SAMN07340023","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2995981","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","13-13MIDNRdeerPI","SRP053287","PRJNA251692",476,409774353,247170700,"13-13MIDNRdeerPI","Deer","not collected","Pathogen.cl","13-13MIDNRdeerPI","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"4013","SRR5817702","WGS","SAMN07340024","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2995980","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","13-21MIDNRdeerMontm","SRP053287","PRJNA251692",473,480589524,308263215,"13-21MIDNRdeerMontm","Deer","not collected","Pathogen.cl","13-21MIDNRdeerMontm","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"4014","SRR5817703","WGS","SAMN07340017","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2995979","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","07-6MIDNRdeerMontm","SRP053287","PRJNA251692",469,367463556,224160422,"07-6MIDNRdeerMontm","Deer","not collected","Pathogen.cl","07-6MIDNRdeerMontm","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
"4015","SRR5817704","WGS","SAMN07340018","USDA-NVSL-DBL","public","sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX2995978","Illumina MiSeq","PAIRED","RANDOM","GENOMIC","Mycobacterium tuberculosis variant bovis","ILLUMINA","2017-07-11T00:00:00Z","07-7MIDNRdeerMontm-1","SRP053287","PRJNA251692",464,469175372,299190841,"07-7MIDNRdeerMontm-1","Deer","not collected","Pathogen.cl","07-7MIDNRdeerMontm-1","USA","North America","USA:MIchigan","not collected","not collected","not collected","not collected","bovine tuberculosis","","","","","","","","","","","","","","","","","","","","","","","",NA,"","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","",""
